source target weight
0 57 2.77
0 25 0.66
0 40 0.82
1 28 0.43
1 39 0.88
1 17 1.13
2 43 0.56
2 33 1.84
2 31 1.14
3 54 0.61
3 4 1.04
3 50 1.3
4 25 2.35
4 32 0.69
4 27 1.08
5 39 0.74
5 68 1.42
5 85 1.29
6 14 2.27
6 63 1.32
6 84 0.98
7 41 1.0
7 4 0.76
7 65 3.18
8 93 0.71
8 76 0.94
8 91 2.44
9 46 2.16
9 56 1.46
9 56 0.47
10 47 0.96
10 73 1.35
10 60 0.95
11 7 0.92
11 26 1.15
11 1 0.46
12 14 1.47
12 61 0.66
12 71 1.64
13 70 1.87
13 72 1.24
13 51 0.78
14 45 0.93
14 64 0.64
14 19 1.31
15 85 0.98
15 33 1.07
15 84 1.26
16 65 0.84
16 18 0.54
16 32 1.49
17 61 0.68
17 34 1.76
17 13 1.15
18 73 1.13
18 55 0.74
18 2 0.54
19 80 0.68
19 84 1.07
19 59 1.88
20 86 0.77
20 92 0.5
20 18 1.07
21 64 0.66
21 16 0.86
21 11 0.59
22 21 0.83
22 82 0.91
22 51 1.88
23 58 0.36
23 21 1.08
23 96 1.19
24 75 0.58
24 58 0.97
24 27 1.77
25 52 0.89
25 97 0.92
25 72 0.59
26 94 0.75
26 58 1.02
26 46 2.19
27 27 0.55
27 55 0.35
27 30 1.07
28 43 1.91
28 79 0.72
28 30 1.02
29 63 1.33
29 49 1.25
29 52 1.2
30 53 1.9
30 92 0.69
30 54 1.33
31 85 0.81
31 55 3.02
31 40 1.43
32 88 1.36
32 17 1.77
32 87 1.18
33 58 0.31
33 92 1.29
33 61 0.85
34 31 1.06
34 46 0.44
34 91 0.77
35 42 1.29
35 50 1.08
35 31 1.0
36 5 0.4
36 6 1.03
36 30 1.72
37 87 1.01
37 98 1.18
37 29 1.25
38 39 2.92
38 27 1.62
38 28 0.99
39 78 0.45
39 73 0.84
39 83 0.54
40 41 0.38
40 98 2.29
40 78 1.31
41 59 0.66
41 35 0.9
41 40 0.67
42 89 1.32
42 48 2.98
42 66 1.01
43 18 0.93
43 98 2.17
43 70 1.8
44 48 1.81
44 43 0.57
44 19 0.54
45 87 0.93
45 61 0.61
45 61 0.48
46 18 1.2
46 96 0.34
46 6 1.74
47 2 1.32
47 18 0.78
47 17 0.63
48 21 0.84
48 86 0.86
48 3 0.71
49 39 0.84
49 83 1.11
49 47 2.76
50 4 1.6
50 27 1.23
50 30 1.41
51 56 0.82
51 13 1.21
51 46 0.65
52 85 0.95
52 43 2.63
52 64 1.39
53 18 1.22
53 19 1.26
53 44 1.78
54 41 0.85
54 36 0.89
54 43 1.55
55 62 1.09
55 98 1.15
55 66 0.62
56 89 1.05
56 59 0.89
56 15 1.0
57 44 0.66
57 37 0.65
57 3 0.18
58 5 1.37
58 11 0.98
58 75 1.09
59 44 0.7
59 94 1.7
59 2 1.55
60 39 0.72
60 35 1.42
60 52 1.77
61 19 1.02
61 44 0.36
61 68 0.47
62 91 1.0
62 31 1.02
62 39 0.68
63 2 0.92
63 69 0.92
63 95 0.96
64 71 0.86
64 30 1.7
64 7 1.05
65 99 0.57
65 69 1.64
65 95 1.48
66 8 1.2
66 39 1.04
66 67 1.99
67 24 0.69
67 16 2.54
67 44 2.39
68 37 0.67
68 46 0.87
68 39 1.03
69 78 0.6
69 95 0.91
69 80 1.23
70 92 0.75
70 30 0.92
70 19 0.39
71 75 0.7
71 56 1.5
71 20 1.24
72 8 1.73
72 12 1.64
72 9 0.96
73 81 0.65
73 8 0.94
73 27 3.77
74 16 1.11
74 14 0.65
74 96 0.85
75 31 0.8
75 23 0.74
75 89 1.5
76 89 0.7
76 11 1.42
76 93 2.79
77 96 1.61
77 10 0.92
77 93 1.94
78 30 1.39
78 10 0.51
78 61 1.96
79 40 1.28
79 98 0.82
79 53 0.59
80 24 1.13
80 63 0.84
80 6 0.8
81 5 1.59
81 25 0.71
81 27 0.95
82 69 1.83
82 20 0.94
82 85 0.52
83 20 0.41
83 30 0.43
83 10 0.49
84 20 1.23
84 59 0.95
84 94 1.84
85 22 2.18
85 74 1.39
85 24 0.41
86 16 1.69
86 32 0.71
86 58 1.38
87 98 2.7
87 80 1.25
87 13 1.52
88 34 1.5
88 68 1.09
88 6 0.51
89 15 2.07
89 14 2.75
89 45 0.62
90 59 0.97
90 27 1.04
90 42 1.27
91 36 0.75
91 87 0.73
91 18 1.26
92 25 1.84
92 42 2.19
92 61 1.65
93 77 1.65
93 23 0.42
93 36 1.2
94 41 0.58
94 82 2.05
94 60 1.24
95 10 3.0
95 65 1.34
95 49 1.5
96 22 0.77
96 94 0.71
96 2 1.41
97 26 0.96
97 55 0.71
97 98 0.98
98 69 1.09
98 42 0.6
98 45 3.91
99 21 3.2
99 91 1.39
99 74 0.54
