source target weight
0 246 2.28
0 516 2.3
0 345 1.39
1 308 0.69
1 173 1.09
1 223 1.2
2 380 0.74
2 122 0.99
2 795 1.25
3 46 1.39
3 35 1.35
3 835 2.0
4 401 1.37
4 271 1.6
4 302 1.16
5 459 1.3
5 665 2.06
5 116 0.87
6 161 1.16
6 479 1.4
6 892 1.39
7 6 1.02
7 868 0.73
7 837 0.55
8 627 0.43
8 747 0.87
8 683 0.44
9 857 0.53
9 807 1.09
9 348 1.19
10 723 0.93
10 827 2.66
10 867 0.98
11 864 0.85
11 716 0.97
11 112 1.47
12 146 3.07
12 399 0.52
12 561 0.81
13 544 1.73
13 350 1.54
13 634 0.79
14 610 1.78
14 677 0.72
14 327 0.99
15 565 0.99
15 301 0.76
15 8 0.83
16 419 0.83
16 791 0.41
16 516 0.92
17 178 0.82
17 159 1.17
17 695 1.01
18 64 0.71
18 306 1.38
18 650 0.98
19 282 0.9
19 688 0.21
19 468 1.18
20 882 0.59
20 809 0.43
20 731 0.27
21 362 0.73
21 213 0.74
21 595 0.86
22 139 1.31
22 472 1.03
22 491 0.73
23 734 1.91
23 296 1.37
23 561 0.87
24 211 1.11
24 272 0.72
24 518 1.15
25 301 0.61
25 404 0.62
25 329 1.07
26 247 1.39
26 398 1.58
26 736 1.57
27 624 1.51
27 771 0.63
27 558 1.58
28 110 1.02
28 652 0.34
28 772 0.85
29 134 0.49
29 622 2.17
29 5 0.77
30 472 0.7
30 748 1.29
30 502 0.71
31 96 1.58
31 254 0.71
31 331 0.84
32 732 0.96
32 117 0.54
32 268 2.7
33 373 0.53
33 218 1.65
33 524 1.46
34 346 0.73
34 489 1.08
34 516 1.43
35 742 0.66
35 796 1.8
35 835 0.63
36 466 0.94
36 432 0.59
36 704 1.18
37 400 0.62
37 863 0.9
37 8 1.27
38 640 1.68
38 823 0.5
38 62 0.8
39 562 0.74
39 43 1.1
39 622 1.52
40 195 1.08
40 183 2.16
40 762 0.32
41 163 0.81
41 445 1.59
41 31 0.66
42 170 0.56
42 609 1.59
42 298 1.99
43 256 1.08
43 621 1.66
43 665 1.23
44 528 0.62
44 263 0.43
44 46 1.08
45 524 0.99
45 79 1.44
45 752 1.07
46 877 0.93
46 101 1.72
46 184 1.16
47 435 1.55
47 677 0.62
47 863 0.42
48 687 1.1
48 369 0.23
48 891 1.7
49 501 0.58
49 435 0.27
49 774 0.59
50 490 1.98
50 255 0.57
50 239 0.55
51 297 0.65
51 848 1.77
51 397 0.78
52 103 1.61
52 816 1.19
52 387 1.16
53 304 1.08
53 853 0.68
53 208 0.87
54 230 1.33
54 438 0.99
54 121 1.5
55 431 1.22
55 1 1.2
55 98 1.1
56 491 0.38
56 800 1.08
56 592 0.74
57 441 1.01
57 423 1.06
57 20 0.71
58 634 1.09
58 556 0.87
58 314 1.16
59 263 0.91
59 498 1.89
59 582 1.65
60 354 0.79
60 82 0.89
60 559 0.48
61 200 0.81
61 226 0.89
61 50 0.32
62 619 1.64
62 193 0.72
62 202 0.92
63 833 0.83
63 24 0.69
63 787 0.83
64 238 1.0
64 242 0.73
64 437 0.57
65 839 0.72
65 265 2.04
65 176 0.62
66 605 2.41
66 331 1.12
66 219 0.78
67 175 0.92
67 400 0.77
67 36 0.73
68 108 0.99
68 816 1.41
68 130 1.2
69 720 0.54
69 796 2.79
69 15 0.51
70 431 0.68
70 619 0.94
70 286 0.94
71 850 0.55
71 249 0.62
71 442 1.43
72 97 1.09
72 489 0.82
72 791 0.85
73 447 2.15
73 402 1.15
73 889 1.73
74 513 0.83
74 516 0.93
74 100 1.7
75 755 0.64
75 598 3.16
75 225 0.73
76 61 0.87
76 571 1.32
76 320 1.99
77 674 2.01
77 885 0.67
77 773 1.7
78 620 2.52
78 877 4.21
78 660 0.46
79 691 2.54
79 310 3.59
79 466 1.27
80 97 1.05
80 321 1.75
80 832 1.61
81 471 1.43
81 137 1.34
81 744 1.41
82 520 1.32
82 475 1.38
82 248 1.75
83 351 0.91
83 521 0.55
83 556 0.41
84 765 1.41
84 478 0.99
84 160 2.63
85 750 0.73
85 867 0.97
85 876 1.42
86 795 0.61
86 23 1.17
86 476 2.14
87 41 0.69
87 153 0.72
87 189 0.68
88 61 0.66
88 166 1.68
88 668 1.59
89 25 0.62
89 598 1.08
89 496 1.64
90 539 1.52
90 69 1.14
90 225 0.62
91 546 0.9
91 268 0.92
91 339 0.47
92 394 2.43
92 542 1.49
92 328 0.64
93 623 0.94
93 86 0.51
93 9 1.28
94 884 0.38
94 484 1.13
94 601 1.13
95 377 2.11
95 236 0.93
95 824 0.51
96 900 0.91
96 139 1.17
96 804 1.36
97 183 0.62
97 173 1.16
97 321 0.51
98 696 2.04
98 425 0.81
98 654 0.78
99 778 0.77
99 336 3.31
99 790 0.77
100 312 1.56
100 510 0.44
100 536 0.39
101 873 1.05
101 598 0.98
101 601 1.77
102 866 0.72
102 556 1.32
102 866 0.86
103 14 1.18
103 349 0.71
103 897 0.55
104 401 0.98
104 508 1.36
104 139 0.32
105 577 1.3
105 324 0.75
105 353 1.65
106 871 0.73
106 415 1.5
106 277 0.91
107 411 0.67
107 138 1.03
107 709 0.73
108 665 1.14
108 203 1.25
108 257 0.59
109 92 0.79
109 670 0.63
109 196 0.47
110 770 1.36
110 663 2.1
110 414 0.59
111 597 2.3
111 646 1.02
111 759 2.58
112 868 0.6
112 481 0.96
112 25 1.33
113 814 1.34
113 384 0.79
113 32 1.67
114 480 0.52
114 789 1.58
114 865 0.76
115 653 1.45
115 204 0.86
115 381 1.25
116 254 0.43
116 776 1.17
116 505 1.49
117 297 0.39
117 514 0.68
117 363 0.65
118 522 0.85
118 25 0.54
118 332 1.89
119 757 1.53
119 415 0.95
119 439 1.42
120 356 1.35
120 861 1.3
120 40 0.99
121 428 1.03
121 665 2.26
121 552 1.18
122 26 2.12
122 102 0.8
122 436 1.2
123 858 1.02
123 390 0.68
123 331 0.69
124 733 1.88
124 43 0.6
124 118 2.0
125 575 1.0
125 612 2.72
125 753 0.68
126 759 0.67
126 236 1.32
126 143 0.39
127 649 1.08
127 210 1.26
127 292 0.53
128 275 1.64
128 145 0.71
128 33 0.92
129 184 0.53
129 21 0.71
129 445 0.64
130 386 1.16
130 30 1.54
130 893 0.54
131 795 0.62
131 453 0.73
131 827 3.17
132 121 1.36
132 490 0.34
132 320 1.04
133 874 0.86
133 170 1.11
133 667 0.78
134 707 2.17
134 102 1.73
134 737 2.07
135 300 0.45
135 766 1.19
135 262 2.54
136 786 1.51
136 455 0.7
136 464 1.54
137 360 0.78
137 713 0.77
137 582 0.87
138 703 0.75
138 859 0.78
138 122 1.26
139 134 0.68
139 29 0.41
139 780 1.04
140 798 0.84
140 320 1.12
140 577 3.56
141 557 2.13
141 773 0.48
141 802 1.19
142 654 1.64
142 369 0.89
142 628 0.45
143 130 1.99
143 428 0.87
143 699 1.0
144 239 0.99
144 479 2.23
144 76 1.35
145 533 1.72
145 600 1.36
145 509 1.55
146 390 0.83
146 687 0.93
146 295 0.41
147 475 1.22
147 495 0.91
147 852 0.42
148 796 1.14
148 15 1.12
148 536 2.52
149 812 0.67
149 144 1.8
149 428 1.22
150 308 0.73
150 192 1.39
150 743 0.84
151 95 1.35
151 389 2.1
151 699 1.85
152 338 2.45
152 645 1.11
152 797 0.85
153 6 1.12
153 518 1.01
153 120 1.17
154 388 1.34
154 398 1.11
154 238 1.2
155 772 0.76
155 83 0.98
155 543 0.85
156 146 0.33
156 235 1.48
156 593 0.9
157 507 1.51
157 710 0.95
157 841 2.34
158 501 0.93
158 37 1.52
158 304 1.27
159 400 0.99
159 574 1.87
159 291 1.06
160 394 0.4
160 298 1.67
160 838 1.04
161 665 0.78
161 502 3.21
161 103 1.22
162 48 0.91
162 492 0.52
162 887 1.23
163 372 1.18
163 673 2.56
163 78 1.96
164 51 0.77
164 417 1.61
164 855 0.4
165 156 1.17
165 844 0.54
165 638 0.49
166 826 0.54
166 893 1.26
166 56 2.88
167 218 1.23
167 468 0.92
167 768 1.37
168 801 0.72
168 71 0.52
168 41 0.86
169 26 1.11
169 735 1.5
169 700 2.08
170 885 1.46
170 318 1.73
170 140 1.41
171 309 1.0
171 575 1.57
171 656 1.89
172 671 0.54
172 755 1.5
172 98 1.84
173 327 0.72
173 833 1.88
173 608 1.01
174 105 1.37
174 175 0.91
174 769 1.36
175 78 0.4
175 683 2.39
175 807 1.12
176 528 1.43
176 611 2.45
176 704 0.82
177 543 1.09
177 34 0.41
177 255 0.99
178 183 2.67
178 542 0.45
178 828 1.12
179 744 1.71
179 125 1.79
179 749 3.62
180 359 0.35
180 254 0.79
180 309 0.51
181 896 1.31
181 364 0.83
181 641 1.17
182 593 0.89
182 432 1.26
182 733 2.62
183 436 1.32
183 834 1.23
183 376 0.48
184 653 0.44
184 497 0.89
184 542 2.1
185 728 1.72
185 728 0.48
185 403 0.52
186 370 2.21
186 17 2.46
186 15 1.2
187 370 1.67
187 682 1.47
187 670 1.23
188 25 0.28
188 43 1.74
188 255 1.43
189 282 1.87
189 639 0.93
189 307 0.55
190 291 2.12
190 535 0.98
190 686 1.15
191 377 0.87
191 6 0.73
191 245 1.01
192 263 0.7
192 660 1.62
192 40 1.56
193 535 0.91
193 313 1.12
193 439 1.06
194 485 0.64
194 518 0.86
194 149 1.49
195 60 0.79
195 261 0.85
195 20 0.91
196 876 1.07
196 257 1.71
196 172 0.51
197 337 1.0
197 68 1.64
197 671 0.62
198 296 0.99
198 519 1.47
198 558 0.7
199 703 0.84
199 844 1.0
199 195 0.52
200 3 1.08
200 438 1.34
200 339 1.3
201 723 1.53
201 478 1.09
201 387 0.52
202 194 0.66
202 46 1.22
202 225 0.5
203 52 1.88
203 293 2.23
203 824 1.08
204 27 0.99
204 316 0.69
204 732 1.42
205 60 1.59
205 174 2.11
205 541 1.47
206 695 0.56
206 666 1.37
206 52 0.72
207 631 1.0
207 347 2.18
207 625 2.32
208 691 0.35
208 421 0.46
208 204 1.33
209 130 1.01
209 503 1.23
209 211 0.84
210 871 0.33
210 603 0.73
210 407 1.31
211 837 0.99
211 150 1.85
211 249 1.21
212 610 0.86
212 819 1.46
212 111 0.86
213 96 0.64
213 242 0.61
213 815 0.3
214 244 0.42
214 14 0.91
214 864 0.36
215 11 0.92
215 820 1.29
215 483 0.72
216 163 1.02
216 884 2.22
216 404 0.62
217 821 1.87
217 415 0.68
217 756 0.76
218 851 0.5
218 278 0.7
218 277 0.82
219 678 1.49
219 206 0.33
219 253 0.79
220 589 0.78
220 92 2.88
220 398 2.18
221 731 1.12
221 247 0.6
221 324 2.03
222 661 0.91
222 148 0.51
222 800 1.07
223 54 1.76
223 644 1.15
223 412 1.14
224 493 1.01
224 287 1.08
224 701 0.83
225 607 0.61
225 529 0.64
225 624 0.9
226 807 0.39
226 197 1.61
226 305 0.89
227 188 2.94
227 758 1.3
227 647 1.81
228 216 0.53
228 15 1.49
228 208 0.55
229 887 0.91
229 792 1.17
229 639 1.29
230 717 1.32
230 579 0.72
230 632 0.86
231 865 1.76
231 14 2.59
231 497 1.58
232 325 1.58
232 117 1.28
232 193 1.35
233 272 2.03
233 306 1.08
233 158 1.96
234 181 1.99
234 611 2.04
234 103 1.29
235 894 1.58
235 523 1.27
235 738 1.34
236 233 0.74
236 378 1.24
236 520 3.48
237 668 1.45
237 256 0.62
237 756 0.9
238 706 0.62
238 294 2.72
238 802 1.86
239 28 0.82
239 477 0.69
239 848 1.01
240 613 2.12
240 301 2.28
240 657 0.77
241 214 0.7
241 169 0.7
241 186 0.35
242 582 0.85
242 40 0.86
242 89 1.36
243 209 1.15
243 368 1.27
243 359 0.45
244 310 0.79
244 302 1.11
244 189 1.5
245 47 0.55
245 277 0.97
245 516 1.58
246 258 1.33
246 177 1.03
246 48 1.05
247 816 0.87
247 536 0.93
247 638 2.23
248 220 1.11
248 406 0.7
248 238 0.93
249 862 0.6
249 442 0.61
249 651 0.98
250 362 1.44
250 412 0.69
250 60 1.35
251 615 0.6
251 110 0.98
251 134 3.88
252 283 0.87
252 287 0.59
252 208 0.98
253 525 0.93
253 607 1.08
253 76 0.91
254 881 0.58
254 623 1.63
254 768 0.57
255 855 0.49
255 256 0.46
255 589 1.53
256 677 1.27
256 504 1.14
256 500 0.31
257 681 1.08
257 699 1.6
257 789 0.23
258 219 1.48
258 162 1.29
258 372 1.53
259 653 0.89
259 224 1.92
259 782 1.09
260 749 0.97
260 512 1.5
260 578 0.91
261 3 0.74
261 739 0.43
261 271 2.73
262 856 0.85
262 40 1.16
262 205 0.82
263 38 0.53
263 111 0.56
263 438 1.84
264 266 0.4
264 251 0.62
264 509 0.42
265 567 1.69
265 305 1.04
265 554 0.95
266 378 1.47
266 18 0.43
266 525 0.72
267 321 0.78
267 783 1.96
267 656 1.08
268 307 0.47
268 563 2.22
268 72 0.55
269 52 1.51
269 3 0.71
269 273 1.78
270 504 1.46
270 224 1.38
270 83 1.14
271 186 0.69
271 624 1.92
271 83 1.76
272 474 1.69
272 491 0.76
272 373 0.95
273 848 0.82
273 293 0.74
273 681 1.33
274 691 0.97
274 651 0.6
274 787 0.78
275 298 0.59
275 139 1.0
275 285 1.04
276 252 0.34
276 556 0.66
276 792 1.14
277 318 0.3
277 158 1.3
277 321 0.71
278 254 0.38
278 257 1.28
278 260 1.43
279 464 2.21
279 103 0.73
279 388 0.9
280 773 0.83
280 455 1.2
280 384 1.07
281 374 1.3
281 508 0.51
281 625 0.89
282 746 0.6
282 365 0.67
282 362 1.61
283 32 0.98
283 729 1.29
283 720 0.83
284 649 1.03
284 140 1.89
284 683 1.23
285 824 0.42
285 822 0.58
285 260 1.0
286 380 1.35
286 392 0.53
286 795 0.82
287 451 0.94
287 510 1.29
287 847 1.33
288 269 0.81
288 857 1.01
288 229 1.22
289 647 1.83
289 237 1.85
289 580 1.68
290 900 1.95
290 145 1.63
290 454 0.31
291 94 0.52
291 874 0.52
291 345 1.24
292 210 0.98
292 557 0.96
292 833 1.02
293 846 0.99
293 527 1.32
293 497 1.73
294 626 0.75
294 142 0.7
294 632 0.97
295 794 0.88
295 324 1.8
295 185 0.23
296 491 0.9
296 584 3.37
296 219 0.54
297 320 0.67
297 777 2.31
297 424 1.48
298 73 1.64
298 746 0.91
298 66 1.06
